au,date,index,dep,reg,nat,dmean,qual,dep_qual,kfrac,rfrac,tfrac,isField,start_times,end_times,cit_times,tot_cits,isCiter,isMove
"HART, G",1986,14515,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0,0,0,0,1985,1992,,,0,False
"HART, G",1987,14516,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0,0,0.0011994003,0,1985,1992,,,0,False
"HART, G",1988,14517,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0104166667,0.0076335878,0.0065639269,0,1985,1992,,,0,False
"HART, G",1989,14518,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0102040816,0.0095808383,0.0100488865,0,1985,1992,,,0,False
"HART, G",1990,14519,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0275229358,0.0148911798,0.0160123967,0,1985,1992,,,0,False
"HART, G",1991,14520,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0256410256,0.0240437158,0.0213505462,0,1985,1992,,,0,False
"HART, G",1992,14521,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0256410256,0.0264550265,0.025083612,0,1985,1992,,,0,False
"HART, J",1986,30739,TEXAS A&M UNIV,W,USA,0.0527950311,0,0.3653846154,0,0,0,0,1967,2006,,,0,False
"HART, J",1987,30740,TEXAS A&M UNIV,W,USA,0.0527950311,0,0.3653846154,0,0,0.0011994003,0,1967,2006,,,0,False
"HART, J",1988,30741,TEXAS A&M UNIV,W,USA,0.0527950311,0,0.3653846154,0.0322580645,0.0076335878,0.0065639269,0,1967,2006,,,0,False
"HART, J",1989,30742,TEXAS A&M UNIV,W,USA,0.0527950311,0,0.3653846154,0.0689655172,0.0095808383,0.0100488865,0,1967,2006,,,0,False
"HART, J",1990,30743,TEXAS A&M UNIV,W,USA,0.0527950311,0,0.3653846154,0.0606060606,0.0148911798,0.0160123967,0,1967,2006,,,0,False
"HART, J",1991,30744,TEXAS A&M UNIV,W,USA,0.0527950311,0,0.3653846154,0.0540540541,0.0240437158,0.0213505462,0,1967,2006,,,0,False
"HART, J",1992,30745,TEXAS A&M UNIV,W,USA,0.0527950311,0,0.3653846154,0.0512820513,0.0264550265,0.025083612,0,1967,2006,,,0,False
"HART, J",1993,30746,TEXAS A&M UNIV,W,USA,0.0527950311,0,0.3653846154,0.0454545455,0.0276923077,0.02945237,0,1967,2006,,,0,False
"HART, J",1994,30747,TEXAS A&M UNIV,W,USA,0.0527950311,0,0.3653846154,0.0612244898,0.0277511962,0.0316143498,0,1967,2006,,,0,False
"HART, O",1986,3016,OTHER,E,USA,0.0585529067,1,0,0,0,0,1,1973,2011,1988,6,0,False
"HART, O",1987,3017,OTHER,E,USA,0.0585529067,1,0,0,0.0015461925,0.0011994003,1,1973,2011,1988,6,0,False
"HART, O",1988,3018,OTHER,E,USA,0.0585529067,1,0,0.0045045045,0.006256901,0.0065639269,1,1973,2011,1988,6,1,False
"HART, O",1989,7423,MIT,E,USA,0.0869565217,1,0.9807692308,0.0266666667,0.01018974,0.0100488865,1,1973,2011,1988,6,1,False
"HART, O",1990,7424,MIT,E,USA,0.0869565217,1,0.9807692308,0.0547945205,0.0163442295,0.0160123967,1,1973,2011,1988,6,1,False
"HART, O",1991,7425,MIT,E,USA,0.0869565217,1,0.9807692308,0.0714285714,0.0205655527,0.0213505462,1,1973,2011,1988,6,1,False
"HART, O",1992,7426,MIT,E,USA,0.0869565217,1,0.9807692308,0.115942029,0.024691358,0.025083612,1,1973,2011,1988,6,1,False
"HART, O",1993,3019,OTHER,E,USA,0.0585529067,1,0,0.0276816609,0.0299703264,0.02945237,1,1973,2011,1988,6,1,False
"HART, O",1994,3020,OTHER,E,USA,0.0585529067,1,0,0.1216216216,0.0328060926,0.0316143498,1,1973,2011,1988,6,1,False
"HARTLEY, M",1986,5683,UNIV PENN,E,USA,0.0414798206,0,0.9038461538,0,0,0,0,1976,1987,,,0,False
"HARTLEY, M",1987,5684,UNIV PENN,E,USA,0.0414798206,0,0.9038461538,0,0.0015461925,0.0011994003,0,1976,1987,,,0,False
"HARTLEY, P",1988,29791,RICE UNIV,W,USA,0,0,0.2596153846,0,0.0076335878,0.0065639269,0,1987,2008,,,0,False
"HARTLEY, P",1989,29792,RICE UNIV,W,USA,0,0,0.2596153846,0,0.0095808383,0.0100488865,0,1987,2008,,,0,False
"HARTLEY, P",1990,29793,RICE UNIV,W,USA,0,0,0.2596153846,0,0.0148911798,0.0160123967,0,1987,2008,,,0,False
"HARTLEY, P",1991,29794,RICE UNIV,W,USA,0,0,0.2596153846,0,0.0240437158,0.0213505462,0,1987,2008,,,0,False
"HARTLEY, P",1992,29795,RICE UNIV,W,USA,0,0,0.2596153846,0,0.0264550265,0.025083612,0,1987,2008,,,0,False
"HARTLEY, P",1993,29796,RICE UNIV,W,USA,0,0,0.2596153846,0,0.0276923077,0.02945237,0,1987,2008,,,0,False
"HARTLEY, P",1994,29797,RICE UNIV,W,USA,0,0,0.2596153846,0,0.0277511962,0.0316143498,0,1987,2008,,,0,False
"HARTMAN, R",1986,12171,BOSTON UNIV,E,USA,0.0126582278,1,0.9134615385,0,0,0,0,1969,2005,,,0,False
"HARTMAN, R",1987,12172,BOSTON UNIV,E,USA,0.0126582278,1,0.9134615385,0,0.0015461925,0.0011994003,0,1969,2005,,,0,False
"HARTMAN, R",1988,12173,BOSTON UNIV,E,USA,0.0126582278,1,0.9134615385,0,0.006256901,0.0065639269,0,1969,2005,,,0,False
"HARTMAN, R",1989,12174,BOSTON UNIV,E,USA,0.0126582278,1,0.9134615385,0,0.0095808383,0.0100488865,0,1969,2005,,,0,False
"HARTMAN, R",1990,31618,UNIV WASHINGTON,W,USA,0,1,0.4807692308,0,0.0148911798,0.0160123967,0,1969,2005,,,0,False
"HARTMAN, R",1991,31619,UNIV WASHINGTON,W,USA,0,1,0.4807692308,0,0.0240437158,0.0213505462,0,1969,2005,,,0,False
"HARTMAN, R",1992,31620,UNIV WASHINGTON,W,USA,0,1,0.4807692308,0,0.0264550265,0.025083612,0,1969,2005,,,0,False
"HARTMAN, R",1993,31621,UNIV WASHINGTON,W,USA,0,1,0.4807692308,0,0.0276923077,0.02945237,0,1969,2005,,,0,False
"HARTMAN, R",1994,31622,UNIV WASHINGTON,W,USA,0,1,0.4807692308,0,0.0277511962,0.0316143498,0,1969,2005,,,0,False
"HARVEY, C",1988,32087,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.006256901,0.0065639269,0,1987,2011,,,0,False
"HARVEY, C",1989,32089,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.01018974,0.0100488865,0,1987,2011,,,0,False
"HARVEY, C",1990,32091,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0163442295,0.0160123967,0,1987,2011,,,0,False
"HARVEY, C",1991,32093,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0205655527,0.0213505462,0,1987,2011,,,0,False
"HARVEY, C",1992,32095,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.024691358,0.025083612,0,1987,2011,,,0,False
"HARVEY, C",1993,32097,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0299703264,0.02945237,0,1987,2011,,,0,False
"HARVEY, C",1994,32099,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0328060926,0.0316143498,0,1987,2011,,,0,False
"HASBROUCK, J",1986,23692,NYU,E,USA,0.0276872964,1,0.9519230769,0,0,0,0,1982,2009,,,0,False
"HASBROUCK, J",1987,23694,NYU,E,USA,0.0276872964,1,0.9519230769,0.0168067227,0.0015461925,0.0011994003,0,1982,2009,,,0,False
"HASBROUCK, J",1988,23696,NYU,E,USA,0.0276872964,1,0.9519230769,0.0166666667,0.006256901,0.0065639269,0,1982,2009,,,0,False
"HASBROUCK, J",1989,23698,NYU,E,USA,0.0276872964,1,0.9519230769,0.0157480315,0.01018974,0.0100488865,0,1982,2009,,,0,False
"HASBROUCK, J",1990,23700,NYU,E,USA,0.0276872964,1,0.9519230769,0.0296296296,0.0163442295,0.0160123967,0,1982,2009,,,0,False
"HASBROUCK, J",1991,23702,NYU,E,USA,0.0276872964,1,0.9519230769,0.0287769784,0.0205655527,0.0213505462,0,1982,2009,,,0,False
"HASBROUCK, J",1992,23704,NYU,E,USA,0.0276872964,1,0.9519230769,0.0281690141,0.024691358,0.025083612,0,1982,2009,,,0,False
"HASBROUCK, J",1993,23706,NYU,E,USA,0.0276872964,1,0.9519230769,0.0613496933,0.0299703264,0.02945237,0,1982,2009,,,0,False
"HASBROUCK, J",1994,23708,NYU,E,USA,0.0276872964,1,0.9519230769,0.0595238095,0.0328060926,0.0316143498,0,1982,2009,,,0,False
"HASHIMOTO, M",1986,13424,OHIO STATE UNIV,E,USA,0.0408602151,1,0.7403846154,0,0,0,0,1978,2009,,,0,False
"HASHIMOTO, M",1987,13425,OHIO STATE UNIV,E,USA,0.0408602151,1,0.7403846154,0,0.0015461925,0.0011994003,0,1978,2009,,,0,False
"HASHIMOTO, M",1988,13426,OHIO STATE UNIV,E,USA,0.0408602151,1,0.7403846154,0.0217391304,0.006256901,0.0065639269,0,1978,2009,,,0,False
"HASHIMOTO, M",1989,13427,OHIO STATE UNIV,E,USA,0.0408602151,1,0.7403846154,0.0425531915,0.01018974,0.0100488865,0,1978,2009,,,0,False
"HASHIMOTO, M",1990,13428,OHIO STATE UNIV,E,USA,0.0408602151,1,0.7403846154,0.037037037,0.0163442295,0.0160123967,0,1978,2009,,,0,False
"HASHIMOTO, M",1991,13429,OHIO STATE UNIV,E,USA,0.0408602151,1,0.7403846154,0.0363636364,0.0205655527,0.0213505462,0,1978,2009,,,0,False
"HASHIMOTO, M",1992,13430,OHIO STATE UNIV,E,USA,0.0408602151,1,0.7403846154,0.0357142857,0.024691358,0.025083612,0,1978,2009,,,0,False
"HASHIMOTO, M",1993,13431,OHIO STATE UNIV,E,USA,0.0408602151,1,0.7403846154,0.0350877193,0.0299703264,0.02945237,0,1978,2009,,,0,False
"HASHIMOTO, M",1994,13432,OHIO STATE UNIV,E,USA,0.0408602151,1,0.7403846154,0.0491803279,0.0328060926,0.0316143498,0,1978,2009,,,0,False
"HASLAG, J",1986,33010,UNIV MISSOURI,E,USA,0.0559006211,0,0.4134615385,0,0,0,0,1985,2007,,,0,False
"HASLAG, J",1987,33011,UNIV MISSOURI,E,USA,0.0559006211,0,0.4134615385,0,0.0015461925,0.0011994003,0,1985,2007,,,0,False
"HASLAG, J",1988,33012,UNIV MISSOURI,E,USA,0.0559006211,0,0.4134615385,0,0.006256901,0.0065639269,0,1985,2007,,,0,False
"HASLAG, J",1989,33013,UNIV MISSOURI,E,USA,0.0559006211,0,0.4134615385,0,0.01018974,0.0100488865,0,1985,2007,,,0,False
"HASLAG, J",1990,33014,UNIV MISSOURI,E,USA,0.0559006211,0,0.4134615385,0,0.0163442295,0.0160123967,0,1985,2007,,,0,False
"HASLAG, J",1991,33015,UNIV MISSOURI,E,USA,0.0559006211,0,0.4134615385,0,0.0205655527,0.0213505462,0,1985,2007,,,0,False
"HASLAG, J",1992,33016,UNIV MISSOURI,E,USA,0.0559006211,0,0.4134615385,0,0.024691358,0.025083612,0,1985,2007,,,0,False
"HASLAG, J",1993,33017,UNIV MISSOURI,E,USA,0.0559006211,0,0.4134615385,0,0.0299703264,0.02945237,0,1985,2007,,,0,False
"HASLAG, J",1994,33018,UNIV MISSOURI,E,USA,0.0559006211,0,0.4134615385,0,0.0328060926,0.0316143498,0,1985,2007,,,0,False
"HATTA, T",1986,24514,JOHNS HOPKINS UNIV,E,USA,0,1,0.7019230769,0,0,0,0,1976,2007,,,0,False
"HATTA, T",1987,3021,OTHER,E,USA,0.0585529067,1,0,0,0.0015461925,0.0011994003,0,1976,2007,,,0,False
"HATTA, T",1988,3022,OTHER,E,USA,0.0585529067,1,0,0.0045045045,0.006256901,0.0065639269,0,1976,2007,,,0,False
"HATTA, T",1989,3023,OTHER,E,USA,0.0585529067,1,0,0.0041322314,0.01018974,0.0100488865,0,1976,2007,,,0,False
"HATTA, T",1990,3024,OTHER,E,USA,0.0585529067,1,0,0.0038910506,0.0163442295,0.0160123967,0,1976,2007,,,0,False
"HATTA, T",1991,3025,OTHER,E,USA,0.0585529067,1,0,0.0153846154,0.0205655527,0.0213505462,0,1976,2007,,,0,False
"HATTA, T",1992,3026,OTHER,E,USA,0.0585529067,1,0,0.0183150183,0.024691358,0.025083612,0,1976,2007,,,0,False
"HATTA, T",1993,3027,OTHER,E,USA,0.0585529067,1,0,0.0276816609,0.0299703264,0.02945237,0,1976,2007,,,0,False
"HATTA, T",1994,3028,OTHER,E,USA,0.0585529067,1,0,0,0.0328060926,0.0316143498,0,1976,2007,,,0,False
"HATTEN, K",1986,12175,BOSTON UNIV,E,USA,0.0126582278,1,0.9134615385,0,0,0,0,1976,2006,,,0,False
"HATTEN, K",1987,12176,BOSTON UNIV,E,USA,0.0126582278,1,0.9134615385,0,0.0015461925,0.0011994003,0,1976,2006,,,0,False
"HATTEN, K",1988,12177,BOSTON UNIV,E,USA,0.0126582278,1,0.9134615385,0,0.006256901,0.0065639269,0,1976,2006,,,0,False
"HATTEN, K",1989,12178,BOSTON UNIV,E,USA,0.0126582278,1,0.9134615385,0,0.01018974,0.0100488865,0,1976,2006,,,0,False
"HATTEN, K",1990,12179,BOSTON UNIV,E,USA,0.0126582278,1,0.9134615385,0.0285714286,0.0163442295,0.0160123967,0,1976,2006,,,0,False
"HATTEN, K",1991,12180,BOSTON UNIV,E,USA,0.0126582278,1,0.9134615385,0.0243902439,0.0205655527,0.0213505462,0,1976,2006,,,0,False
"HATTEN, K",1992,12181,BOSTON UNIV,E,USA,0.0126582278,1,0.9134615385,0.025,0.024691358,0.025083612,0,1976,2006,,,0,False
"HATTEN, K",1993,12182,BOSTON UNIV,E,USA,0.0126582278,1,0.9134615385,0.0243902439,0.0299703264,0.02945237,0,1976,2006,,,0,False
"HATTEN, K",1994,12183,BOSTON UNIV,E,USA,0.0126582278,1,0.9134615385,0.0243902439,0.0328060926,0.0316143498,0,1976,2006,,,0,False
"HATTON, T",1991,4757,HARVARD UNIV,E,USA,0.0147368421,0,1,0.0792079208,0.0205655527,0.0213505462,0,1990,2007,,,0,False
"HATTON, T",1992,4758,HARVARD UNIV,E,USA,0.0147368421,0,1,0.0754716981,0.024691358,0.025083612,0,1990,2007,,,0,False
"HATTON, T",1993,4759,HARVARD UNIV,E,USA,0.0147368421,0,1,0.064516129,0.0299703264,0.02945237,0,1990,2007,,,0,False
"HATTON, T",1994,3029,OTHER,E,USA,0.0585529067,0,0,0.0725806452,0.0328060926,0.0316143498,0,1990,2007,,,0,False
"HAUG, P",1986,22551,INDIANA UNIV,E,USA,0.0557184751,1,0.5673076923,0,0,0,0,1982,1986,,,0,False
"HAUGEN, R",1986,28053,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0,0,0,0,1968,1996,,,0,False
"HAUGEN, R",1987,28055,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0,0.0015461925,0.0011994003,0,1968,1996,,,0,False
"HAUGEN, R",1988,28057,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0,0.006256901,0.0065639269,0,1968,1996,,,0,False
"HAUGEN, R",1989,3030,OTHER,E,USA,0.0585529067,0,0,0.0041322314,0.01018974,0.0100488865,0,1968,1996,,,0,False
"HAUGEN, R",1990,3031,OTHER,E,USA,0.0585529067,0,0,0.0038910506,0.0163442295,0.0160123967,0,1968,1996,,,0,False
"HAUGEN, R",1991,3032,OTHER,E,USA,0.0585529067,0,0,0.0153846154,0.0205655527,0.0213505462,0,1968,1996,,,0,False
"HAUGEN, R",1992,3033,OTHER,E,USA,0.0585529067,0,0,0.0183150183,0.024691358,0.025083612,0,1968,1996,,,0,False
"HAUGEN, R",1993,3034,OTHER,E,USA,0.0585529067,0,0,0.0276816609,0.0299703264,0.02945237,0,1968,1996,,,0,False
"HAUGEN, R",1994,3035,OTHER,E,USA,0.0585529067,0,0,0.0118343195,0.0328060926,0.0316143498,0,1968,1996,,,0,False
"HAURIN, D",1986,13433,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0,0,0,0,1979,2009,,,0,False
"HAURIN, D",1987,13434,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0,0.0015461925,0.0011994003,0,1979,2009,,,0,False
"HAURIN, D",1988,13435,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.0217391304,0.006256901,0.0065639269,0,1979,2009,,,0,False
"HAURIN, D",1989,13436,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.0425531915,0.01018974,0.0100488865,0,1979,2009,,,0,False
"HAURIN, D",1990,13437,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.037037037,0.0163442295,0.0160123967,0,1979,2009,,,0,False
"HAURIN, D",1991,13438,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.0363636364,0.0205655527,0.0213505462,0,1979,2009,,,0,False
"HAURIN, D",1992,13439,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.0357142857,0.024691358,0.025083612,0,1979,2009,,,0,False
"HAURIN, D",1993,13440,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.0350877193,0.0299703264,0.02945237,0,1979,2009,,,0,False
"HAURIN, D",1994,13441,OHIO STATE UNIV,E,USA,0.0408602151,0,0.7403846154,0.0491803279,0.0328060926,0.0316143498,0,1979,2009,,,0,False
"HAUSCH, D",1987,28059,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.0015461925,0.0011994003,0,1986,2000,,,0,False
"HAUSCH, D",1988,28061,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.006256901,0.0065639269,0,1986,2000,,,0,False
"HAUSCH, D",1989,28063,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.01018974,0.0100488865,0,1986,2000,,,0,False
"HAUSCH, D",1990,28065,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.0163442295,0.0160123967,0,1986,2000,,,0,False
"HAUSCH, D",1991,28067,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.0205655527,0.0213505462,0,1986,2000,,,0,False
"HAUSCH, D",1992,28069,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0.0141843972,0.024691358,0.025083612,0,1986,2000,,,0,False
"HAUSCH, D",1993,28071,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0.0132450331,0.0299703264,0.02945237,0,1986,2000,,,0,False
"HAUSCH, D",1994,28073,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0.0118343195,0.0328060926,0.0316143498,0,1986,2000,,,0,False
"HAUSE, J",1986,3036,OTHER,E,USA,0.0585529067,1,0,0,0,0,0,1965,2006,,,0,False
"HAUSE, J",1987,3037,OTHER,E,USA,0.0585529067,1,0,0,0.0015461925,0.0011994003,0,1965,2006,,,0,False
"HAUSE, J",1988,3038,OTHER,E,USA,0.0585529067,1,0,0.0045045045,0.006256901,0.0065639269,0,1965,2006,,,0,False
"HAUSE, J",1989,3039,OTHER,E,USA,0.0585529067,1,0,0.0041322314,0.01018974,0.0100488865,0,1965,2006,,,0,False
"HAUSE, J",1990,3040,OTHER,E,USA,0.0585529067,1,0,0.0038910506,0.0163442295,0.0160123967,0,1965,2006,,,0,False
"HAUSE, J",1991,3041,OTHER,E,USA,0.0585529067,1,0,0.0153846154,0.0205655527,0.0213505462,0,1965,2006,,,0,False
"HAUSE, J",1992,3042,OTHER,E,USA,0.0585529067,1,0,0.0183150183,0.024691358,0.025083612,0,1965,2006,,,0,False
"HAUSE, J",1993,3043,OTHER,E,USA,0.0585529067,1,0,0.0276816609,0.0299703264,0.02945237,0,1965,2006,,,0,False
"HAUSE, J",1994,3044,OTHER,E,USA,0.0585529067,1,0,0.0393258427,0.0328060926,0.0316143498,0,1965,2006,,,0,False
"HAUSER, R",1986,28075,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0,0,0,1971,1998,,,0,False
"HAUSER, R",1987,28077,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.0015461925,0.0011994003,0,1971,1998,,,0,False
"HAUSER, R",1988,28079,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.006256901,0.0065639269,0,1971,1998,,,0,False
"HAUSER, R",1989,28081,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.01018974,0.0100488865,0,1971,1998,,,0,False
"HAUSER, R",1990,28083,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.0163442295,0.0160123967,0,1971,1998,,,0,False
"HAUSER, R",1991,28085,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.0205655527,0.0213505462,0,1971,1998,,,0,False
"HAUSER, R",1992,28087,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0.0141843972,0.024691358,0.025083612,0,1971,1998,,,0,False
"HAUSER, R",1993,28089,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0.0132450331,0.0299703264,0.02945237,0,1971,1998,,,0,False
"HAUSER, R",1994,28091,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0.0118343195,0.0328060926,0.0316143498,0,1971,1998,,,0,False
"HAUSMAN, D",1989,28093,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0,0.01018974,0.0100488865,0,1988,2000,,,0,False
"HAUSMAN, D",1990,28095,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0,0.0163442295,0.0160123967,0,1988,2000,,,0,False
"HAUSMAN, D",1991,28097,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0,0.0205655527,0.0213505462,0,1988,2000,,,0,False
"HAUSMAN, D",1992,28099,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0.0141843972,0.024691358,0.025083612,0,1988,2000,,,0,False
"HAUSMAN, D",1993,28101,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0.0132450331,0.0299703264,0.02945237,0,1988,2000,,,0,False
"HAUSMAN, D",1994,28103,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0.0118343195,0.0328060926,0.0316143498,0,1988,2000,,,0,False
"HAUSMAN, J",1986,7427,MIT,E,USA,0.0869565217,1,0.9807692308,0,0,0,0,1973,2008,,,0,False
"HAUSMAN, J",1987,7428,MIT,E,USA,0.0869565217,1,0.9807692308,0.0144927536,0.0015461925,0.0011994003,0,1973,2008,,,0,False
"HAUSMAN, J",1988,7429,MIT,E,USA,0.0869565217,1,0.9807692308,0.0144927536,0.006256901,0.0065639269,0,1973,2008,,,0,False
"HAUSMAN, J",1989,7430,MIT,E,USA,0.0869565217,1,0.9807692308,0.0266666667,0.01018974,0.0100488865,0,1973,2008,,,0,False
"HAUSMAN, J",1990,7431,MIT,E,USA,0.0869565217,1,0.9807692308,0.0547945205,0.0163442295,0.0160123967,0,1973,2008,,,0,False
"HAUSMAN, J",1991,7432,MIT,E,USA,0.0869565217,1,0.9807692308,0.0714285714,0.0205655527,0.0213505462,0,1973,2008,,,0,False
"HAUSMAN, J",1992,7433,MIT,E,USA,0.0869565217,1,0.9807692308,0.115942029,0.024691358,0.025083612,0,1973,2008,,,0,False
"HAUSMAN, J",1993,7434,MIT,E,USA,0.0869565217,1,0.9807692308,0.0945945946,0.0299703264,0.02945237,0,1973,2008,,,0,False
"HAUSMAN, J",1994,7435,MIT,E,USA,0.0869565217,1,0.9807692308,0.1216216216,0.0328060926,0.0316143498,0,1973,2008,,,0,False
"HAUSMAN, W",1986,27303,COLL WILLIAM & MARY,E,USA,0,0,0.1346153846,0,0,0,0,1979,2002,,,0,False
"HAUSMAN, W",1987,27304,COLL WILLIAM & MARY,E,USA,0,0,0.1346153846,0,0.0015461925,0.0011994003,0,1979,2002,,,0,False
"HAUSMAN, W",1988,27305,COLL WILLIAM & MARY,E,USA,0,0,0.1346153846,0,0.006256901,0.0065639269,0,1979,2002,,,0,False
"HAUSMAN, W",1989,27306,COLL WILLIAM & MARY,E,USA,0,0,0.1346153846,0,0.01018974,0.0100488865,0,1979,2002,,,0,False
"HAUSMAN, W",1990,27307,COLL WILLIAM & MARY,E,USA,0,0,0.1346153846,0,0.0163442295,0.0160123967,0,1979,2002,,,0,False
"HAUSMAN, W",1991,27308,COLL WILLIAM & MARY,E,USA,0,0,0.1346153846,0,0.0205655527,0.0213505462,0,1979,2002,,,0,False
"HAUSMAN, W",1992,27309,COLL WILLIAM & MARY,E,USA,0,0,0.1346153846,0,0.024691358,0.025083612,0,1979,2002,,,0,False
"HAUSMAN, W",1993,27310,COLL WILLIAM & MARY,E,USA,0,0,0.1346153846,0,0.0299703264,0.02945237,0,1979,2002,,,0,False
"HAUSMAN, W",1994,27311,COLL WILLIAM & MARY,E,USA,0,0,0.1346153846,0,0.0328060926,0.0316143498,0,1979,2002,,,0,False
"HAVEMAN, R",1986,28105,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0,0,0,0,1966,2007,,,0,False
"HAVEMAN, R",1987,28107,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0,0.0015461925,0.0011994003,0,1966,2007,,,0,False
"HAVEMAN, R",1988,28109,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0,0.006256901,0.0065639269,0,1966,2007,,,0,False
"HAVEMAN, R",1989,28111,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0,0.01018974,0.0100488865,0,1966,2007,,,0,False
"HAVEMAN, R",1990,28113,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0,0.0163442295,0.0160123967,0,1966,2007,,,0,False
"HAVEMAN, R",1991,28115,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0,0.0205655527,0.0213505462,0,1966,2007,,,0,False
"HAVEMAN, R",1992,28117,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0.0141843972,0.024691358,0.025083612,0,1966,2007,,,0,False
"HAVEMAN, R",1993,28119,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0.0132450331,0.0299703264,0.02945237,0,1966,2007,,,0,False
"HAVEMAN, R",1994,28121,UNIV WISCONSIN,E,USA,0.0295138889,0,0.8269230769,0.0118343195,0.0328060926,0.0316143498,0,1966,2007,,,0,False
"HAVENNER, A",1986,25310,UNIV CALIF DAVIS,W,USA,0.0077120823,0,0.7596153846,0,0,0,0,1977,1997,,,0,False
"HAVENNER, A",1987,25311,UNIV CALIF DAVIS,W,USA,0.0077120823,0,0.7596153846,0,0,0.0011994003,0,1977,1997,,,0,False
"HAVENNER, A",1988,25312,UNIV CALIF DAVIS,W,USA,0.0077120823,0,0.7596153846,0.0256410256,0.0076335878,0.0065639269,0,1977,1997,,,0,False
"HAVENNER, A",1989,25313,UNIV CALIF DAVIS,W,USA,0.0077120823,0,0.7596153846,0.023255814,0.0095808383,0.0100488865,0,1977,1997,,,0,False
"HAVENNER, A",1990,25314,UNIV CALIF DAVIS,W,USA,0.0077120823,0,0.7596153846,0.0217391304,0.0148911798,0.0160123967,0,1977,1997,,,0,False
"HAVENNER, A",1991,25315,UNIV CALIF DAVIS,W,USA,0.0077120823,0,0.7596153846,0.0222222222,0.0240437158,0.0213505462,0,1977,1997,,,0,False
"HAVENNER, A",1992,25316,UNIV CALIF DAVIS,W,USA,0.0077120823,0,0.7596153846,0.0217391304,0.0264550265,0.025083612,0,1977,1997,,,0,False
