au,date,index,dep,reg,nat,dmean,qual,dep_qual,kfrac,rfrac,tfrac,isField,start_times,end_times,cit_times,tot_cits,isCiter,isMove
"HAVENNER, A",1993,25317,UNIV CALIF DAVIS,W,USA,0.0077120823,0,0.7596153846,0.0212765957,0.0276923077,0.02945237,0,1977,1997,,,0,False
"HAVENNER, A",1994,25318,UNIV CALIF DAVIS,W,USA,0.0077120823,0,0.7596153846,0.0196078431,0.0277511962,0.0316143498,0,1977,1997,,,0,False
"HAVRILESKY, T",1986,32101,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0,0,0,1966,1997,,,0,False
"HAVRILESKY, T",1987,32103,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0015461925,0.0011994003,0,1966,1997,,,0,False
"HAVRILESKY, T",1988,32105,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.006256901,0.0065639269,0,1966,1997,,,0,False
"HAVRILESKY, T",1989,32107,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.01018974,0.0100488865,0,1966,1997,,,0,False
"HAVRILESKY, T",1990,32109,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0163442295,0.0160123967,0,1966,1997,,,0,False
"HAVRILESKY, T",1991,32111,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0205655527,0.0213505462,0,1966,1997,,,0,False
"HAVRILESKY, T",1992,32113,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.024691358,0.025083612,0,1966,1997,,,0,False
"HAVRILESKY, T",1993,32115,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0299703264,0.02945237,0,1966,1997,,,0,False
"HAVRILESKY, T",1994,32117,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0328060926,0.0316143498,0,1966,1997,,,0,False
"HAY, G",1986,6460,CORNELL UNIV,E,USA,0.0163934426,1,0.8173076923,0,0,0,0,1969,2000,,,0,False
"HAY, G",1987,6461,CORNELL UNIV,E,USA,0.0163934426,1,0.8173076923,0,0.0015461925,0.0011994003,0,1969,2000,,,0,False
"HAY, G",1988,6462,CORNELL UNIV,E,USA,0.0163934426,1,0.8173076923,0.0166666667,0.006256901,0.0065639269,0,1969,2000,,,0,False
"HAY, G",1989,6463,CORNELL UNIV,E,USA,0.0163934426,1,0.8173076923,0.0163934426,0.01018974,0.0100488865,0,1969,2000,,,0,False
"HAY, G",1990,6464,CORNELL UNIV,E,USA,0.0163934426,1,0.8173076923,0.0169491525,0.0163442295,0.0160123967,0,1969,2000,,,0,False
"HAY, G",1991,6465,CORNELL UNIV,E,USA,0.0163934426,1,0.8173076923,0.0172413793,0.0205655527,0.0213505462,0,1969,2000,,,0,False
"HAY, G",1992,6466,CORNELL UNIV,E,USA,0.0163934426,1,0.8173076923,0.0163934426,0.024691358,0.025083612,0,1969,2000,,,0,False
"HAY, G",1993,6467,CORNELL UNIV,E,USA,0.0163934426,1,0.8173076923,0.0161290323,0.0299703264,0.02945237,0,1969,2000,,,0,False
"HAY, G",1994,6468,CORNELL UNIV,E,USA,0.0163934426,1,0.8173076923,0.0138888889,0.0328060926,0.0316143498,0,1969,2000,,,0,False
"HAY, J",1986,16818,UNIV SO CALIF,W,USA,0.0355329949,0,0.6826923077,0,0,0,0,1983,2010,,,0,False
"HAY, J",1987,16820,UNIV SO CALIF,W,USA,0.0355329949,0,0.6826923077,0,0,0.0011994003,0,1983,2010,,,0,False
"HAY, J",1988,16822,UNIV SO CALIF,W,USA,0.0355329949,0,0.6826923077,0,0.0076335878,0.0065639269,0,1983,2010,,,0,False
"HAY, J",1989,16824,UNIV SO CALIF,W,USA,0.0355329949,0,0.6826923077,0,0.0095808383,0.0100488865,0,1983,2010,,,0,False
"HAY, J",1990,16826,UNIV SO CALIF,W,USA,0.0355329949,0,0.6826923077,0,0.0148911798,0.0160123967,0,1983,2010,,,0,False
"HAY, J",1991,16828,UNIV SO CALIF,W,USA,0.0355329949,0,0.6826923077,0,0.0240437158,0.0213505462,0,1983,2010,,,0,False
"HAY, J",1992,16830,UNIV SO CALIF,W,USA,0.0355329949,0,0.6826923077,0.0103092784,0.0264550265,0.025083612,0,1983,2010,,,0,False
"HAY, J",1993,16832,UNIV SO CALIF,W,USA,0.0355329949,0,0.6826923077,0,0.0276923077,0.02945237,0,1983,2010,,,0,False
"HAY, J",1994,16834,UNIV SO CALIF,W,USA,0.0355329949,0,0.6826923077,0,0.0277511962,0.0316143498,0,1983,2010,,,0,False
"HAYENGA, M",1986,29110,IOWA STATE UNIV,E,USA,0,0,0.75,0,0,0,0,1984,2001,,,0,False
"HAYENGA, M",1987,29111,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.0015461925,0.0011994003,0,1984,2001,,,0,False
"HAYENGA, M",1988,29112,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.006256901,0.0065639269,0,1984,2001,,,0,False
"HAYENGA, M",1989,29113,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.01018974,0.0100488865,0,1984,2001,,,0,False
"HAYENGA, M",1990,29114,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.0163442295,0.0160123967,0,1984,2001,,,0,False
"HAYENGA, M",1991,29115,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.0205655527,0.0213505462,0,1984,2001,,,0,False
"HAYENGA, M",1992,29116,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.024691358,0.025083612,0,1984,2001,,,0,False
"HAYENGA, M",1993,29117,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.0299703264,0.02945237,0,1984,2001,,,0,False
"HAYENGA, M",1994,29118,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.0328060926,0.0316143498,0,1984,2001,,,0,False
"HAYES, B",1986,19334,NORTHWESTERN UNIV,E,USA,0.0334394904,1,0.8942307692,0,0,0,0,1983,1987,,,0,False
"HAYES, B",1987,19336,NORTHWESTERN UNIV,E,USA,0.0334394904,1,0.8942307692,0,0.0015461925,0.0011994003,0,1983,1987,,,0,False
"HAYES, D",1987,29119,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.0015461925,0.0011994003,0,1986,2007,,,0,False
"HAYES, D",1988,29120,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.006256901,0.0065639269,0,1986,2007,,,0,False
"HAYES, D",1989,29121,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.01018974,0.0100488865,0,1986,2007,,,0,False
"HAYES, D",1990,29122,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.0163442295,0.0160123967,0,1986,2007,,,0,False
"HAYES, D",1991,29123,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.0205655527,0.0213505462,0,1986,2007,,,0,False
"HAYES, D",1992,29124,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.024691358,0.025083612,0,1986,2007,,,0,False
"HAYES, D",1993,29125,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.0299703264,0.02945237,0,1986,2007,,,0,False
"HAYES, D",1994,29126,IOWA STATE UNIV,E,USA,0,0,0.75,0,0.0328060926,0.0316143498,0,1986,2007,,,0,False
"HAYES, K",1986,30552,SO METHODIST UNIV,W,USA,0.0206896552,0,0.2884615385,0,0,0,0,1985,2003,,,0,False
"HAYES, K",1987,30553,SO METHODIST UNIV,W,USA,0.0206896552,0,0.2884615385,0,0,0.0011994003,0,1985,2003,,,0,False
"HAYES, K",1988,30554,SO METHODIST UNIV,W,USA,0.0206896552,0,0.2884615385,0,0.0076335878,0.0065639269,0,1985,2003,,,0,False
"HAYES, K",1989,30555,SO METHODIST UNIV,W,USA,0.0206896552,0,0.2884615385,0,0.0095808383,0.0100488865,0,1985,2003,,,0,False
"HAYES, K",1990,30556,SO METHODIST UNIV,W,USA,0.0206896552,0,0.2884615385,0,0.0148911798,0.0160123967,0,1985,2003,,,0,False
"HAYES, K",1991,30557,SO METHODIST UNIV,W,USA,0.0206896552,0,0.2884615385,0.0666666667,0.0240437158,0.0213505462,0,1985,2003,,,0,False
"HAYES, K",1992,30558,SO METHODIST UNIV,W,USA,0.0206896552,0,0.2884615385,0.0625,0.0264550265,0.025083612,0,1985,2003,,,0,False
"HAYES, K",1993,30559,SO METHODIST UNIV,W,USA,0.0206896552,0,0.2884615385,0.0588235294,0.0276923077,0.02945237,0,1985,2003,,,0,False
"HAYES, K",1994,30560,SO METHODIST UNIV,W,USA,0.0206896552,0,0.2884615385,0.05,0.0277511962,0.0316143498,0,1985,2003,,,0,False
"HAYN, C",1989,33518,UNIV CALIF IRVINE,W,USA,0,1,0.6442307692,0,0.0095808383,0.0100488865,0,1988,2002,,,0,False
"HAYN, C",1990,33519,UNIV CALIF IRVINE,W,USA,0,1,0.6442307692,0,0.0148911798,0.0160123967,0,1988,2002,,,0,False
"HAYN, C",1991,33520,UNIV CALIF IRVINE,W,USA,0,1,0.6442307692,0,0.0240437158,0.0213505462,0,1988,2002,,,0,False
"HAYN, C",1992,33521,UNIV CALIF IRVINE,W,USA,0,1,0.6442307692,0,0.0264550265,0.025083612,0,1988,2002,,,0,False
"HAYN, C",1993,33522,UNIV CALIF IRVINE,W,USA,0,1,0.6442307692,0,0.0276923077,0.02945237,0,1988,2002,,,0,False
"HAYN, C",1994,33523,UNIV CALIF IRVINE,W,USA,0,1,0.6442307692,0,0.0277511962,0.0316143498,0,1988,2002,,,0,False
"HAYNES, K",1986,30205,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0,0,0,1972,2003,,,0,False
"HAYNES, K",1987,30206,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0,0.0011994003,0,1972,2003,,,0,False
"HAYNES, K",1988,30207,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0.0076335878,0.0065639269,0,1972,2003,,,0,False
"HAYNES, K",1989,30208,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0.0095808383,0.0100488865,0,1972,2003,,,0,False
"HAYNES, K",1990,30209,UNIV TEXAS,W,USA,0,0,0.6057692308,0,0.0148911798,0.0160123967,0,1972,2003,,,0,False
"HAYNES, K",1991,30210,UNIV TEXAS,W,USA,0,0,0.6057692308,0.0192307692,0.0240437158,0.0213505462,0,1972,2003,,,0,False
"HAYNES, K",1992,30211,UNIV TEXAS,W,USA,0,0,0.6057692308,0.0196078431,0.0264550265,0.025083612,0,1972,2003,,,0,False
"HAYNES, K",1993,30212,UNIV TEXAS,W,USA,0,0,0.6057692308,0.0178571429,0.0276923077,0.02945237,0,1972,2003,,,0,False
"HAYNES, K",1994,30213,UNIV TEXAS,W,USA,0,0,0.6057692308,0.0172413793,0.0277511962,0.0316143498,0,1972,2003,,,0,False
"HAYNES, S",1986,31238,UNIV OREGON,W,USA,0,0,0.5096153846,0,0,0,0,1982,1994,,,0,False
"HAYNES, S",1987,31239,UNIV OREGON,W,USA,0,0,0.5096153846,0,0,0.0011994003,0,1982,1994,,,0,False
"HAYNES, S",1988,31240,UNIV OREGON,W,USA,0,0,0.5096153846,0,0.0076335878,0.0065639269,0,1982,1994,,,0,False
"HAYNES, S",1989,31241,UNIV OREGON,W,USA,0,0,0.5096153846,0,0.0095808383,0.0100488865,0,1982,1994,,,0,False
"HAYNES, S",1990,31242,UNIV OREGON,W,USA,0,0,0.5096153846,0,0.0148911798,0.0160123967,0,1982,1994,,,0,False
"HAYNES, S",1991,31243,UNIV OREGON,W,USA,0,0,0.5096153846,0,0.0240437158,0.0213505462,0,1982,1994,,,0,False
"HAYNES, S",1992,31244,UNIV OREGON,W,USA,0,0,0.5096153846,0,0.0264550265,0.025083612,0,1982,1994,,,0,False
"HAYNES, S",1993,31245,UNIV OREGON,W,USA,0,0,0.5096153846,0,0.0276923077,0.02945237,0,1982,1994,,,0,False
"HAYNES, S",1994,31246,UNIV OREGON,W,USA,0,0,0.5096153846,0,0.0277511962,0.0316143498,0,1982,1994,,,0,False
"HAZEN, G",1987,19338,NORTHWESTERN UNIV,E,USA,0.0334394904,0,0.8942307692,0,0.0015461925,0.0011994003,0,1986,1999,,,0,False
"HAZEN, G",1988,19340,NORTHWESTERN UNIV,E,USA,0.0334394904,0,0.8942307692,0.0144927536,0.006256901,0.0065639269,0,1986,1999,,,0,False
"HAZEN, G",1989,19342,NORTHWESTERN UNIV,E,USA,0.0334394904,0,0.8942307692,0.0145985401,0.01018974,0.0100488865,0,1986,1999,,,0,False
"HAZEN, G",1990,19344,NORTHWESTERN UNIV,E,USA,0.0334394904,0,0.8942307692,0.013986014,0.0163442295,0.0160123967,0,1986,1999,,,0,False
"HAZEN, G",1991,19346,NORTHWESTERN UNIV,E,USA,0.0334394904,0,0.8942307692,0.0133333333,0.0205655527,0.0213505462,0,1986,1999,,,0,False
"HAZEN, G",1992,19348,NORTHWESTERN UNIV,E,USA,0.0334394904,0,0.8942307692,0.0127388535,0.024691358,0.025083612,0,1986,1999,,,0,False
"HAZEN, G",1993,19350,NORTHWESTERN UNIV,E,USA,0.0334394904,0,0.8942307692,0.0256410256,0.0299703264,0.02945237,0,1986,1999,,,0,False
"HAZEN, G",1994,19352,NORTHWESTERN UNIV,E,USA,0.0334394904,0,0.8942307692,0.01875,0.0328060926,0.0316143498,0,1986,1999,,,0,False
"HAZLETT, T",1986,25319,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0,0,0,0,1985,2009,,,0,False
"HAZLETT, T",1987,25320,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0,0,0.0011994003,0,1985,2009,,,0,False
"HAZLETT, T",1988,25321,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.0256410256,0.0076335878,0.0065639269,0,1985,2009,,,0,False
"HAZLETT, T",1989,25322,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.023255814,0.0095808383,0.0100488865,0,1985,2009,,,0,False
"HAZLETT, T",1990,25323,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.0217391304,0.0148911798,0.0160123967,0,1985,2009,,,0,False
"HAZLETT, T",1991,25324,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.0222222222,0.0240437158,0.0213505462,0,1985,2009,,,0,False
"HAZLETT, T",1992,25325,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.0217391304,0.0264550265,0.025083612,0,1985,2009,,,0,False
"HAZLETT, T",1993,25326,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.0212765957,0.0276923077,0.02945237,0,1985,2009,,,0,False
"HAZLETT, T",1994,25327,UNIV CALIF DAVIS,W,USA,0.0077120823,1,0.7596153846,0.0196078431,0.0277511962,0.0316143498,0,1985,2009,,,0,False
"HE, H",1990,14522,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0275229358,0.0148911798,0.0160123967,1,1989,2005,,,0,False
"HE, H",1991,14523,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0256410256,0.0240437158,0.0213505462,1,1989,2005,,,0,False
"HE, H",1992,7436,MIT,E,USA,0.0869565217,1,0.9807692308,0.115942029,0.024691358,0.025083612,1,1989,2005,,,0,False
"HE, H",1993,14524,UNIV CALIF BERKELEY,W,USA,0.0457446809,1,0.9615384615,0.0347826087,0.0276923077,0.02945237,1,1989,2005,,,0,False
"HE, H",1994,7437,MIT,E,USA,0.0869565217,1,0.9807692308,0.0416666667,0.0277511962,0.0316143498,1,1989,2005,,,0,False
"HE, X",1990,16167,UNIV MINNESOTA,E,USA,0.0668151448,0,0.7211538462,0.0196078431,0.0163442295,0.0160123967,0,1989,2010,,,0,False
"HE, X",1991,16168,UNIV MINNESOTA,E,USA,0.0668151448,0,0.7211538462,0.0192307692,0.0205655527,0.0213505462,0,1989,2010,,,0,False
"HE, X",1992,16169,UNIV MINNESOTA,E,USA,0.0668151448,0,0.7211538462,0.0392156863,0.024691358,0.025083612,0,1989,2010,,,0,False
"HE, X",1993,16170,UNIV MINNESOTA,E,USA,0.0668151448,0,0.7211538462,0.0327868852,0.0299703264,0.02945237,0,1989,2010,,,0,False
"HE, X",1994,16171,UNIV MINNESOTA,E,USA,0.0668151448,0,0.7211538462,0.0163934426,0.0328060926,0.0316143498,0,1989,2010,,,0,False
"HEADEN, A",1990,32119,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0163442295,0.0160123967,0,1989,1993,,,0,False
"HEADEN, A",1991,32121,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0205655527,0.0213505462,0,1989,1993,,,0,False
"HEADEN, A",1992,32123,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.024691358,0.025083612,0,1989,1993,,,0,False
"HEADEN, A",1993,32125,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0299703264,0.02945237,0,1989,1993,,,0,False
"HEAL, G",1986,20401,COLUMBIA UNIV,E,USA,0.0188284519,1,0.9423076923,0,0,0,0,1972,2009,,,0,False
"HEAL, G",1987,20402,COLUMBIA UNIV,E,USA,0.0188284519,1,0.9423076923,0,0.0015461925,0.0011994003,0,1972,2009,,,0,False
"HEAL, G",1988,20403,COLUMBIA UNIV,E,USA,0.0188284519,1,0.9423076923,0,0.006256901,0.0065639269,0,1972,2009,,,0,False
"HEAL, G",1989,20404,COLUMBIA UNIV,E,USA,0.0188284519,1,0.9423076923,0,0.01018974,0.0100488865,0,1972,2009,,,0,False
"HEAL, G",1990,20405,COLUMBIA UNIV,E,USA,0.0188284519,1,0.9423076923,0,0.0163442295,0.0160123967,0,1972,2009,,,0,False
"HEAL, G",1991,20406,COLUMBIA UNIV,E,USA,0.0188284519,1,0.9423076923,0,0.0205655527,0.0213505462,0,1972,2009,,,0,False
"HEAL, G",1992,20407,COLUMBIA UNIV,E,USA,0.0188284519,1,0.9423076923,0,0.024691358,0.025083612,0,1972,2009,,,0,False
"HEAL, G",1993,20408,COLUMBIA UNIV,E,USA,0.0188284519,1,0.9423076923,0.0185185185,0.0299703264,0.02945237,0,1972,2009,,,0,False
"HEAL, G",1994,20409,COLUMBIA UNIV,E,USA,0.0188284519,1,0.9423076923,0.0158730159,0.0328060926,0.0316143498,0,1972,2009,,,0,False
"HEALY, P",1986,4760,HARVARD UNIV,E,USA,0.0147368421,1,1,0,0,0,0,1984,2008,,,0,False
"HEALY, P",1987,4761,HARVARD UNIV,E,USA,0.0147368421,1,1,0,0.0015461925,0.0011994003,0,1984,2008,,,0,False
"HEALY, P",1988,4762,HARVARD UNIV,E,USA,0.0147368421,1,1,0.0103092784,0.006256901,0.0065639269,0,1984,2008,,,0,False
"HEALY, P",1989,4763,HARVARD UNIV,E,USA,0.0147368421,1,1,0.0306122449,0.01018974,0.0100488865,0,1984,2008,,,0,False
"HEALY, P",1990,4764,HARVARD UNIV,E,USA,0.0147368421,1,1,0.0816326531,0.0163442295,0.0160123967,0,1984,2008,,,0,False
"HEALY, P",1991,4765,HARVARD UNIV,E,USA,0.0147368421,1,1,0.0792079208,0.0205655527,0.0213505462,0,1984,2008,,,0,False
"HEALY, P",1992,4766,HARVARD UNIV,E,USA,0.0147368421,1,1,0.0754716981,0.024691358,0.025083612,0,1984,2008,,,0,False
"HEALY, P",1993,4767,HARVARD UNIV,E,USA,0.0147368421,1,1,0.064516129,0.0299703264,0.02945237,0,1984,2008,,,0,False
"HEALY, P",1994,4768,HARVARD UNIV,E,USA,0.0147368421,1,1,0.0725806452,0.0328060926,0.0316143498,0,1984,2008,,,0,False
"HEARN, D",1986,13857,UNIV FLORIDA,E,USA,0.0060422961,0,0.2307692308,0,0,0,0,1980,2007,,,0,False
"HEARN, D",1987,13858,UNIV FLORIDA,E,USA,0.0060422961,0,0.2307692308,0,0.0015461925,0.0011994003,0,1980,2007,,,0,False
"HEARN, D",1988,13859,UNIV FLORIDA,E,USA,0.0060422961,0,0.2307692308,0,0.006256901,0.0065639269,0,1980,2007,,,0,False
"HEARN, D",1989,13860,UNIV FLORIDA,E,USA,0.0060422961,0,0.2307692308,0,0.01018974,0.0100488865,0,1980,2007,,,0,False
"HEARN, D",1990,13861,UNIV FLORIDA,E,USA,0.0060422961,0,0.2307692308,0,0.0163442295,0.0160123967,0,1980,2007,,,0,False
"HEARN, D",1991,13862,UNIV FLORIDA,E,USA,0.0060422961,0,0.2307692308,0,0.0205655527,0.0213505462,0,1980,2007,,,0,False
"HEARN, D",1992,13863,UNIV FLORIDA,E,USA,0.0060422961,0,0.2307692308,0,0.024691358,0.025083612,0,1980,2007,,,0,False
"HEARN, D",1993,13864,UNIV FLORIDA,E,USA,0.0060422961,0,0.2307692308,0,0.0299703264,0.02945237,0,1980,2007,,,0,False
"HEARN, D",1994,13865,UNIV FLORIDA,E,USA,0.0060422961,0,0.2307692308,0.05,0.0328060926,0.0316143498,0,1980,2007,,,0,False
"HEATH, C",1991,32127,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0205655527,0.0213505462,0,1990,1999,,,0,False
"HEATH, C",1992,32129,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.024691358,0.025083612,0,1990,1999,,,0,False
"HEATH, C",1993,32131,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0299703264,0.02945237,0,1990,1999,,,0,False
"HEATH, C",1994,32133,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0328060926,0.0316143498,0,1990,1999,,,0,False
"HEATH, D",1990,9493,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0.0238095238,0.0163442295,0.0160123967,0,1989,2004,,,0,False
"HEATH, D",1991,9494,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0.0227272727,0.0205655527,0.0213505462,0,1989,2004,,,0,False
"HEATH, D",1992,9495,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0.0217391304,0.024691358,0.025083612,0,1989,2004,,,0,False
"HEATH, D",1993,9496,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0.0212765957,0.0299703264,0.02945237,0,1989,2004,,,0,False
"HEATH, D",1994,9497,CARNEGIE MELLON UNIV,E,USA,0.0472440945,1,0.625,0.0217391304,0.0328060926,0.0316143498,0,1989,2004,,,0,False
"HEATON, J",1992,32135,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.024691358,0.025083612,0,1991,2002,,,0,False
"HEATON, J",1993,32137,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0299703264,0.02945237,0,1991,2002,,,0,False
"HEATON, J",1994,32139,DUKE UNIV,E,USA,0.0421052632,1,0.7884615385,0,0.0328060926,0.0316143498,0,1991,2002,,,0,False
"HEBERLEIN, T",1986,28123,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0,0,0,1978,2005,,,0,False
"HEBERLEIN, T",1987,28125,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.0015461925,0.0011994003,0,1978,2005,,,0,False
"HEBERLEIN, T",1988,28127,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.006256901,0.0065639269,0,1978,2005,,,0,False
"HEBERLEIN, T",1989,28129,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.01018974,0.0100488865,0,1978,2005,,,0,False
"HEBERLEIN, T",1990,28131,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.0163442295,0.0160123967,0,1978,2005,,,0,False
"HEBERLEIN, T",1991,28133,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0,0.0205655527,0.0213505462,0,1978,2005,,,0,False
"HEBERLEIN, T",1992,28135,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0.0141843972,0.024691358,0.025083612,0,1978,2005,,,0,False
"HEBERLEIN, T",1993,28137,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0.0132450331,0.0299703264,0.02945237,0,1978,2005,,,0,False
"HEBERLEIN, T",1994,28139,UNIV WISCONSIN,E,USA,0.0295138889,1,0.8269230769,0.0118343195,0.0328060926,0.0316143498,0,1978,2005,,,0,False
"HECHT, S",1986,21307,UNIV CALIF LOS ANGELES,W,USA,0.0477001704,1,0.8653846154,0,0,0,0,1984,2007,,,0,False
"HECHT, S",1987,21309,UNIV CALIF LOS ANGELES,W,USA,0.0477001704,1,0.8653846154,0,0,0.0011994003,0,1984,2007,,,0,False
"HECHT, S",1988,21311,UNIV CALIF LOS ANGELES,W,USA,0.0477001704,1,0.8653846154,0.0163934426,0.0076335878,0.0065639269,0,1984,2007,,,0,False
"HECHT, S",1989,21313,UNIV CALIF LOS ANGELES,W,USA,0.0477001704,1,0.8653846154,0.0153846154,0.0095808383,0.0100488865,0,1984,2007,,,0,False
"HECHT, S",1990,21315,UNIV CALIF LOS ANGELES,W,USA,0.0477001704,1,0.8653846154,0.0294117647,0.0148911798,0.0160123967,0,1984,2007,,,0,False
"HECHT, S",1991,21317,UNIV CALIF LOS ANGELES,W,USA,0.0477001704,1,0.8653846154,0.0447761194,0.0240437158,0.0213505462,0,1984,2007,,,0,False
"HECHT, S",1992,21319,UNIV CALIF LOS ANGELES,W,USA,0.0477001704,1,0.8653846154,0.0425531915,0.0264550265,0.025083612,0,1984,2007,,,0,False
"HECHT, S",1993,21321,UNIV CALIF LOS ANGELES,W,USA,0.0477001704,1,0.8653846154,0.0422535211,0.0276923077,0.02945237,0,1984,2007,,,0,False
"HECHT, S",1994,21323,UNIV CALIF LOS ANGELES,W,USA,0.0477001704,1,0.8653846154,0.0392156863,0.0277511962,0.0316143498,0,1984,2007,,,0,False
"HECKMAN, J",1986,17836,UNIV CHICAGO,E,USA,0.0548469388,1,0.9903846154,0,0,0,0,1973,2010,,,0,False
"HECKMAN, J",1987,17838,UNIV CHICAGO,E,USA,0.0548469388,1,0.9903846154,0,0.0015461925,0.0011994003,0,1973,2010,,,0,False
"HECKMAN, J",1988,17840,UNIV CHICAGO,E,USA,0.0548469388,1,0.9903846154,0,0.006256901,0.0065639269,0,1973,2010,,,0,False
"HECKMAN, J",1989,17842,UNIV CHICAGO,E,USA,0.0548469388,1,0.9903846154,0.025477707,0.01018974,0.0100488865,0,1973,2010,,,0,False
"HECKMAN, J",1990,17844,UNIV CHICAGO,E,USA,0.0548469388,1,0.9903846154,0.0242424242,0.0163442295,0.0160123967,0,1973,2010,,,0,False
"HECKMAN, J",1991,17846,UNIV CHICAGO,E,USA,0.0548469388,1,0.9903846154,0.0581395349,0.0205655527,0.0213505462,0,1973,2010,,,0,False
"HECKMAN, J",1992,17848,UNIV CHICAGO,E,USA,0.0548469388,1,0.9903846154,0.0526315789,0.024691358,0.025083612,0,1973,2010,,,0,False
"HECKMAN, J",1993,17850,UNIV CHICAGO,E,USA,0.0548469388,1,0.9903846154,0.0591133005,0.0299703264,0.02945237,0,1973,2010,,,0,False
"HECKMAN, J",1994,3045,OTHER,E,USA,0.0585529067,1,0,0.0530973451,0.0328060926,0.0316143498,0,1973,2010,,,0,False
"HEFFLEY, D",1986,15927,UNIV CONNECTICUT,E,USA,0.045,0,0.4711538462,0,0,0,0,1975,1991,,,0,False
"HEFFLEY, D",1987,15928,UNIV CONNECTICUT,E,USA,0.045,0,0.4711538462,0,0.0015461925,0.0011994003,0,1975,1991,,,0,False
"HEFFLEY, D",1988,15929,UNIV CONNECTICUT,E,USA,0.045,0,0.4711538462,0.0588235294,0.006256901,0.0065639269,0,1975,1991,,,0,False
"HEFFLEY, D",1989,15930,UNIV CONNECTICUT,E,USA,0.045,0,0.4711538462,0.0555555556,0.01018974,0.0100488865,0,1975,1991,,,0,False
"HEFFLEY, D",1990,15931,UNIV CONNECTICUT,E,USA,0.045,0,0.4711538462,0.0384615385,0.0163442295,0.0160123967,0,1975,1991,,,0,False
